track,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,album,release_type,release_date,explicit,artists,target_popularity,days_since_release,num_artists,has_features,num_words_in_title,num_words_in_album,num_hit_words_track,num_flop_words_track,num_hit_words_album,num_flop_words_album
Her Town Too,0.706,0.403,2,-15.017,1,0.0277,0.18,0.0,0.0975,0.56,97.381,274440,4,36.00234,11,Dad Loves His Work,album,1981-01-01,False,James Taylor&&JD Souther,1,15806,2,True,3,4,1,1,0,0
Human,0.641,0.528,8,-11.11,1,0.0254,0.0666,0.000362,0.0729,0.524,101.399,229160,4,35.32643,9,The Very Best Of The Human League,compilation,2005-01-01,False,The Human League,0,7040,1,False,1,7,0,0,1,1
Wivenhoe Bells - 1980 Version,0.698,0.518,9,-11.696,0,0.0296,0.289,0.000499,0.369,0.53,94.343,221627,4,20.25275,10,Blow Away Your Troubles,album,1981-01-01,False,The Cleaners From Venus,0,15806,1,False,5,4,0,1,0,0
The Whodini Mega Mix,0.655,0.81,1,-4.819,1,0.287,0.00431,1.11e-05,0.364,0.671,101.726,436720,4,29.58208,18,Funky Beat: The Best Of Whodini,compilation,2006-06-13,False,Whodini,0,6512,1,False,4,6,0,1,1,1
Tina Cherry,0.823,0.617,10,-10.571,0,0.0599,0.0247,0.477,0.108,0.582,116.743,307813,4,26.3038,16,Motown: The Complete No. 1's,compilation,2008-01-01,False,Georgio,0,5945,1,False,2,5,0,0,1,1
Te dejé marchar,0.434,0.464,4,-8.655,1,0.0295,0.152,1.57e-05,0.28,0.186,65.703,324973,4,48.61274,10,Luz V,album,1989-03-01,False,Luz Casal,0,12825,1,False,3,2,0,1,0,0
One More Time For Love,0.554,0.503,2,-10.661,1,0.0496,0.672,5.57e-05,0.307,0.616,73.023,234000,4,60.47399,9,Ultimate Collection: Billy Preston,compilation,2000-01-01,False,Syreeta&&Billy Preston,0,8867,2,True,5,4,2,2,2,1
Are We Ourselves?,0.637,0.591,0,-14.058,1,0.0482,0.0234,0.0048,0.2,0.97,139.257,147760,4,29.25295,7,Phantoms,album,1984-01-01,False,The Fixx,0,14711,1,False,3,1,0,0,0,0
Rockit,0.878,0.951,7,-5.077,1,0.069,0.0317,0.544,0.0614,0.607,111.334,325133,4,43.84352,14,Future Shock,album,1983-01-01,False,Herbie Hancock,1,15076,1,False,1,2,0,0,0,0
I'm Alive,0.56,0.662,2,-7.416,1,0.0344,0.208,4.06e-05,0.253,0.624,128.075,226693,4,47.27122,12,Xanadu,compilation,1980-01-01,False,Electric Light Orchestra,0,16172,1,False,2,1,0,0,0,0
Wayfaring Stranger,0.474,0.169,0,-20.408,0,0.0394,0.769,0.023,0.109,0.587,124.017,323466,4,83.45237,10,Cold On The Shoulder,album,1984-01-01,False,Tony Rice&&Vassar Clements&&Jerry Douglas&&Todd Phillips&&Sam Bush,0,14711,5,True,2,4,0,0,0,0
All I Wanted,0.492,0.47,10,-14.237,1,0.0367,0.0156,0.0,0.659,0.665,113.22,201133,4,28.27989,12,Power,album,1986-01-01,False,Kansas,0,13980,1,False,3,1,0,0,0,0
Sara,0.517,0.473,2,-14.418,1,0.0388,0.552,9.11e-06,0.0901,0.358,142.007,195200,4,55.04214,8,Yacht Rock,compilation,2017-05-08,False,Bill Champlin,0,2530,1,False,1,2,0,0,1,1
Someone,0.61,0.411,1,-13.247,0,0.0427,0.314,0.000186,0.0758,0.59,85.099,283400,4,32.85625,9,El DeBarge,album,1986-01-01,False,El DeBarge,0,13980,1,False,1,2,0,0,0,1
You've Got To Choose,0.472,0.805,9,-9.598,1,0.0407,0.215,0.0504,0.0924,0.795,150.23,136773,4,27.88707,9,Pop Said...,album,1988-02-05,False,The Darling Buds,0,13215,1,False,4,2,2,2,1,1
Wake Up My Love,0.625,0.685,7,-7.1,1,0.0295,0.299,0.0,0.0435,0.91,138.502,216067,4,43.53156,11,Gone Troppo,album,1982-11-05,False,George Harrison,0,15133,1,False,4,2,1,1,0,0
Dangerous,0.712,0.898,4,-4.893,1,0.0336,0.0485,7.76e-06,0.148,0.961,124.409,228867,4,27.70789,11,Look Sharp! (2009 Version),album,1988-10-19,False,Roxette,0,12958,1,False,1,4,0,0,1,1
(A Funny Thing Happened On The Way To The) Toystore,0.679,0.505,2,-14.571,1,0.0408,0.337,0.0,0.0674,0.886,141.555,230733,4,22.62338,10,Groovy Neighborhood,album,1987-01-01,False,Pianosaurus,0,13615,1,False,10,2,2,1,0,0
Industrial Disease,0.608,0.844,9,-9.164,1,0.0477,0.00281,0.00107,0.116,0.722,149.63,350373,4,31.73063,13,Love Over Gold,album,1982-09-20,False,Dire Straits,0,15179,1,False,2,3,0,0,2,1
The Life Of A Country Girl Singer,0.687,0.462,9,-16.388,1,0.134,0.605,2.16e-06,0.0819,0.79,85.044,189701,4,36.33969,10,Jan Howard: Stars of the Grand Ole Opry,album,1981-01-01,False,Jan Howard,0,15806,1,False,7,8,3,2,0,0
Silent Morning,0.744,0.815,11,-10.885,0,0.0378,0.0418,0.000942,0.0326,0.934,116.05,264467,4,68.37511,10,Noel,album,1988-03-07,False,Noel,1,13184,1,False,2,1,0,0,0,0
Caxambú,0.626,0.856,7,-5.397,1,0.317,0.385,0.0,0.138,0.84,122.786,224960,4,24.84789,10,Almir Guinéto - 1986,album,1986-01-01,False,Almir Guineto,0,13980,1,False,1,4,0,0,0,0
King Of Pain,0.518,0.725,2,-8.854,1,0.0338,0.389,0.000192,0.0671,0.646,124.151,299040,4,33.71179,14,Synchronicity (Remastered 2003),album,1983-06-17,False,The Police,1,14909,1,False,3,3,0,1,1,1
Bob's Major Award,0.176,0.221,7,-18.218,1,0.0296,0.13,0.00327,0.183,0.228,83.725,128840,4,71.68878,5,A Christmas Story (Music From The Motion Picture),album,1983-11-18,False,Carl Zittrer&&Paul Zaza,0,14755,2,True,3,8,0,0,5,4
Cross My Heart,0.678,0.878,4,-10.692,0,0.0399,0.162,0.0265,0.112,0.962,117.803,208027,4,42.42839,7,Fearless,album,1988-01-01,False,Eighth Wonder,0,13250,1,False,3,1,1,1,0,0
Fairytale of New York (feat. Kirsty MacColl),0.319,0.651,2,-6.335,1,0.0342,0.501,4.73e-05,0.241,0.474,118.501,272200,4,36.91286,12,If I Should Fall from Grace with God (Expanded Edition),album,1988-09-05,False,The Pogues&&Kirsty MacColl,1,13002,2,True,7,10,1,2,2,2
Major Tom (Coming Home),0.787,0.42,4,-14.32,0,0.0645,0.153,0.164,0.169,0.838,161.247,301373,4,28.37468,13,The Different Story (World Of Lust And Crime),album,1989-04-04,False,Peter Schilling,1,12791,1,False,4,8,1,1,2,1
"Get Outta My Dreams, Get Into My Car",0.661,0.911,4,-6.571,1,0.0417,0.0557,5.68e-06,0.349,0.919,117.147,333507,4,27.85334,15,Tear Down These Walls,album,1988-01-01,False,Billy Ocean,0,13250,1,False,8,4,1,0,0,0
Deathwish,0.391,0.865,4,-9.633,0,0.0585,0.000181,0.058,0.0598,0.287,127.385,134000,4,25.16681,7,Only Theatre of Pain,album,1982-01-01,False,Christian Death,0,15441,1,False,1,4,0,0,0,0
Let's Go!,0.658,0.6,3,-13.324,0,0.0507,0.239,0.00094,0.118,0.458,140.866,261800,4,17.98446,14,Points On The Curve,album,1983-01-01,False,Wang Chung,0,15076,1,False,2,4,1,1,0,0
Tender Lover,0.743,0.86,5,-6.346,1,0.0445,0.226,0.000422,0.0513,0.687,102.459,259267,4,24.6992,11,Tender Lover,album,1989-07-07,False,Babyface,0,12697,1,False,2,2,0,0,0,0
We Live For Love,0.565,0.672,6,-12.446,1,0.0325,0.0474,0.00248,0.125,0.743,134.932,237400,4,23.96803,10,In The Heat Of The Night,album,1979-01-01,False,Pat Benatar,0,16537,1,False,4,6,2,2,1,1
"Piano Sonata No. 2 (""Concord, Mass., 1840-1860""): III. The Alcotts",0.303,0.0372,3,-24.171,1,0.0497,0.992,0.887,0.073,0.038,72.147,339733,5,32.49706,17,"Charles: Ives: ""Concord"" Sonata/Maurice Wright: Sonata",album,1989-01-01,False,Charles Ives&&Marc-André Hamelin,0,12884,2,True,10,6,0,1,0,0
Two Of Hearts,0.852,0.523,5,-6.716,0,0.032,0.0833,0.0,0.106,0.65,130.154,237533,4,37.44601,11,Better Than Heaven,album,1986-08-18,False,Stacey Q,1,13751,1,False,3,3,0,0,0,0
Whirly Girl,0.476,0.688,10,-8.539,0,0.0875,0.2,0.00535,0.0308,0.959,195.577,175391,4,43.93063,8,Oxo,album,2013-11-12,False,OXO,0,3803,1,False,2,1,1,1,0,0
I Feel Free,0.543,0.728,9,-12.086,1,0.0489,0.119,0.318,0.2,0.743,90.782,289400,4,25.13987,13,Heaven On Earth,album,1987-10-05,False,Belinda Carlisle,0,13338,1,False,3,3,1,1,0,0
Don't You (Forget About Me),0.66,0.816,2,-6.61,1,0.0299,0.168,0.0181,0.0608,0.678,111.346,263040,4,49.02933,9,Once Upon A Time (Super Deluxe),album,1985-01-01,False,Simple Minds,1,14345,1,False,5,6,1,1,3,3
Shine On,0.396,0.256,0,-14.631,1,0.0373,0.711,0.0,0.242,0.213,138.454,238640,4,41.97102,10,Shine On,album,1980-01-01,False,L.T.D.,0,16172,1,False,2,2,0,0,0,0
Typical Male,0.762,0.745,1,-7.772,0,0.0407,0.0172,0.0137,0.0612,0.794,106.013,256827,4,18.01727,12,Break Every Rule,album,1986-09-05,False,Tina Turner,1,13733,1,False,2,3,0,0,0,0
Goodbye,0.477,0.496,4,-13.522,1,0.0262,0.112,0.00222,0.29,0.643,84.137,259373,4,22.54709,12,7 Wishes,album,1985-01-01,False,Night Ranger,0,14345,1,False,1,2,1,0,0,0
One Hit (To The Body),0.586,0.964,11,-3.767,0,0.0944,0.153,2.17e-05,0.688,0.61,138.293,283893,4,23.59935,12,Dirty Work (Remastered 2009),album,1986-03-24,False,The Rolling Stones,0,13898,1,False,5,4,1,1,1,1
"My, Oh My",0.439,0.63,0,-7.108,1,0.0289,0.00573,0.0,0.14,0.376,137.242,252160,4,50.26556,8,The Amazing Kamikaze Syndrome (Expanded),album,1983-12-03,False,Slade,0,14740,1,False,3,5,0,0,1,1
Tender Is The Night,0.764,0.529,7,-7.157,1,0.0329,0.173,0.000164,0.0985,0.703,113.312,293000,4,43.21414,16,Lawyers in Love,album,1983-07-26,False,Jackson Browne,1,14870,1,False,4,3,1,1,1,1
Test Of Time,0.736,0.644,6,-10.635,0,0.0344,0.0399,2.41e-05,0.0544,0.956,121.424,202773,4,38.79992,10,What I Like About You (And Other Romantic Hits),compilation,1990-01-01,False,The Romantics,0,12519,1,False,3,9,1,1,2,1
Separate Lives,0.32,0.308,4,-9.118,1,0.0318,0.237,0.0,0.319,0.193,93.173,248907,4,48.29476,15,The Singles (Expanded),compilation,2016-10-14,False,Phil Collins&&Marilyn Martin,1,2736,2,True,2,3,0,0,1,1
Shining Star,0.612,0.329,4,-13.038,1,0.0365,0.0633,0.0,0.0658,0.572,74.046,281853,4,27.82109,11,After Midnight (Expanded Version),album,1980-01-01,False,The Manhattans,1,16172,1,False,2,4,0,0,2,2
Yo Te Seguiré,0.324,0.379,4,-10.886,1,0.0326,0.806,1.78e-05,0.107,0.354,81.222,286760,4,26.88215,14,Blanco Y Negro,album,1988-01-24,False,Alberto Plaza,1,13227,1,False,3,3,0,1,0,0
Tug Of War,0.358,0.485,0,-9.395,1,0.0372,0.338,0.0,0.505,0.374,83.654,263280,4,25.30806,14,Tug Of War,album,1982-04-26,False,Paul McCartney,0,15326,1,False,3,3,0,0,0,0
Stormy Rain,0.16,0.998,5,-12.35,1,0.108,0.118,0.999,0.838,1e-05,129.327,195907,1,78.24892,8,"Sleep Loops: Water Collection, Vol. 1",album,1984-10-12,False,Nataural,0,14426,1,False,2,6,1,1,2,5
Comes Love,0.626,0.116,2,-15.947,0,0.036,0.981,0.2,0.273,0.486,106.809,197933,4,48.35887,9,Begin The Beguine,album,1987-09-01,False,Artie Shaw&&Helen Forrest,0,13372,2,True,2,3,1,1,0,0
Synchro Reprise,0.6,0.507,10,-18.412,0,0.134,0.0931,0.372,0.285,0.782,111.472,305933,4,24.58406,13,Synchro System,album,1983-01-01,False,King Sunny Ade,0,15076,1,False,2,2,0,0,0,0
Back And Forth,0.887,0.624,6,-6.162,0,0.032,0.0826,2.37e-06,0.174,0.906,111.83,231933,4,29.50023,10,Anthology,album,2002-06-18,False,Cameo,0,7968,1,False,3,1,0,0,0,1
Streets of Sorrow / Birmingham Six,0.401,0.487,0,-13.212,1,0.0359,0.013,0.0,0.224,0.187,112.024,276667,4,31.50506,9,If I Should Fall from Grace with God (Expanded Edition),album,1988-09-05,False,The Pogues,0,13002,1,False,6,10,0,0,2,2
Fools Game,0.608,0.782,8,-11.504,1,0.0355,0.129,0.0,0.188,0.885,119.999,234427,4,24.25861,9,Michael Bolton,album,1983-01-01,False,Michael Bolton,0,15076,1,False,2,2,0,0,0,0
Jesse James,0.613,0.498,7,-18.899,1,0.0346,0.431,5e-06,0.0997,0.878,134.021,178693,4,29.22223,11,Rum Sodomy & The Lash (Expanded Edition),album,1985-01-01,False,The Pogues,0,14345,1,False,2,7,0,0,2,2
Velcro Fly,0.563,0.835,7,-13.003,0,0.0336,0.0306,0.00186,0.0554,0.909,151.585,209133,4,57.56817,9,Afterburner,album,1985-10-28,False,ZZ Top,0,14045,1,False,2,1,1,0,0,0
Black Cars,0.652,0.944,9,-4.725,1,0.051,0.142,0.00482,0.119,0.673,129.031,188600,4,34.05259,11,Black Cars (Bonus Track Version),album,1985-01-01,False,Gino Vannelli,0,14345,1,False,2,5,0,1,3,2
Living Eyes,0.645,0.433,10,-10.95,1,0.0244,0.0515,0.0,0.0901,0.342,94.457,260733,4,39.89039,13,Living Eyes,album,1981-10-01,False,Bee Gees,0,15533,1,False,2,2,1,0,0,0
Sea Of Love,0.422,0.411,7,-9.004,1,0.0257,0.111,0.00113,0.324,0.393,82.737,183880,4,40.0991,7,"The Honeydrippers, Vol. 1 (Expanded)",single,1984-01-01,False,The Honeydrippers,1,14711,1,False,3,5,1,1,2,2
The Smile Has Left Your Eyes,0.326,0.66,4,-8.534,1,0.0316,0.354,1.01e-05,0.106,0.381,85.176,193093,4,79.70298,6,Alpha,album,1983-01-01,False,Asia,0,15076,1,False,6,1,1,0,0,0
Torch,0.65,0.232,4,-18.993,0,0.0436,0.0696,0.00429,0.162,0.22,76.935,237276,4,22.72274,13,This Corrosion,single,1987-01-01,False,Sisters of Mercy,0,13615,1,False,1,2,0,0,0,0
Niemand liebt mich,0.713,0.413,5,-11.902,1,0.0414,0.433,0.0109,0.158,0.54,115.728,204907,4,29.35043,13,Vier,album,1981-01-23,False,Ton Steine Scherben,0,15784,1,False,3,1,0,0,0,0
Can You Stand The Rain,0.614,0.369,8,-15.182,1,0.0353,0.678,0.00235,0.143,0.733,143.319,297707,4,45.1575,10,Heart Break,album,1988-01-01,False,New Edition,1,13250,1,False,5,2,1,1,1,0
Let My Love Open The Door,0.651,0.653,0,-9.731,1,0.0545,0.365,0.000117,0.0742,0.729,164.912,164653,4,23.59945,7,Empty Glass,album,1980-04-21,False,Pete Townshend,1,16061,1,False,6,2,2,2,0,0
I'm Alone Again,0.574,0.16,2,-13.542,1,0.0297,0.774,4.26e-05,0.0835,0.646,135.781,174720,4,19.6719,10,Two Highways,album,1989-01-01,False,Alison Krauss & Union Station,0,12884,1,False,3,2,0,0,0,0
I Wouldn't Have Missed It For The World,0.663,0.511,7,-10.843,1,0.0259,0.0637,1.09e-06,0.101,0.579,114.003,217827,4,27.4017,11,There's No Gettin' Over Me,album,1981-08-01,False,Ronnie Milsap,1,15594,1,False,8,5,1,1,0,0
Mixed Emotions,0.493,0.956,7,-4.257,1,0.0429,0.0995,0.000295,0.83,0.831,137.091,278107,4,36.91031,12,Steel Wheels (Remastered 2009),album,1989-08-29,False,The Rolling Stones,0,12644,1,False,2,4,0,0,1,1
It's A Love Thing,0.767,0.693,5,-8.089,0,0.113,0.0723,0.000108,0.302,0.932,118.421,311040,4,64.05317,15,The Whispers: Greatest Hits,compilation,1993-01-01,False,The Whispers,0,11423,1,False,4,4,2,1,2,2
Come Give Your Love To Me,0.723,0.598,6,-14.328,1,0.0456,0.00549,0.000556,0.0701,0.793,139.815,303800,4,36.25109,12,Janet Jackson,album,1982-09-21,False,Janet Jackson,0,15178,1,False,6,2,2,2,0,0
This Little Girl,0.505,0.898,11,-7.511,1,0.0452,0.0635,0.0,0.28,0.859,145.465,222707,4,33.06933,10,The Best Of Gary U S Bonds,compilation,2004-10-01,False,Gary U.S. Bonds,0,7132,1,False,3,7,2,2,1,1
Count Your Blessings,0.584,0.698,9,-7.199,1,0.0316,0.224,2.75e-05,0.105,0.561,108.559,284067,4,34.70585,12,The Best Of Ashford And Simpson,compilation,1993-01-01,False,Ashford & Simpson,0,11423,1,False,3,6,0,0,1,1
Cajun Moon,0.621,0.717,7,-7.843,1,0.0284,0.0651,0.000165,0.908,0.964,115.174,224760,4,22.97239,12,Country Gentleman: The Best Of Ricky Skaggs,compilation,1998-01-01,False,Ricky Skaggs,0,9597,1,False,2,7,0,0,2,2
Share Your Love With Me,0.475,0.314,5,-14.053,1,0.0279,0.449,0.00061,0.108,0.404,148.551,198667,4,26.35338,11,Share Your Love,album,1981-06-15,False,Kenny Rogers,0,15641,1,False,5,3,1,1,1,1
Hard Times For Lovers,0.524,0.863,10,-8.307,0,0.045,0.0289,7.55e-05,0.0353,0.883,192.667,308200,4,25.00848,16,20th Century Masters: The Millennium Collection: Best Of Jennifer Holliday,compilation,2000-01-01,False,Jennifer Holliday,0,8867,1,False,4,10,1,0,6,2
So In Love,0.599,0.805,5,-7.07,1,0.0277,0.0863,0.0013,0.566,0.962,120.049,209360,4,29.34107,8,Crush,album,1985-06-17,False,Orchestral Manoeuvres In The Dark,1,14178,1,False,3,1,1,1,0,0
All American Girls,0.747,0.75,9,-7.037,0,0.0531,0.0268,0.0,0.395,0.943,120.693,283827,4,71.98761,11,All American Girls,album,1981-01-01,False,Sister Sledge,0,15806,1,False,3,3,1,0,2,1
Sussudio,0.714,0.935,5,-5.195,1,0.0849,0.0529,0.0934,0.0515,0.725,121.232,263107,4,16.51947,13,No Jacket Required (2016 Remaster),album,1985-01-25,False,Phil Collins,1,14321,1,False,1,5,0,0,1,0
Good Friends,0.791,0.648,9,-14.258,1,0.0365,0.296,4.65e-05,0.0721,0.808,115.896,268293,4,26.58497,14,Dog Eat Dog,album,1985-10-01,False,Joni Mitchell,0,14072,1,False,2,3,1,1,0,0
Hazte El Sueco,0.449,0.815,11,-7.854,0,0.041,0.00556,0.771,0.179,0.947,170.56,218440,4,47.56585,11,Rock Celta,album,1989-04-17,False,Celtas Cortos,0,12778,1,False,3,2,0,1,1,1
Bobbie Sue,0.787,0.749,7,-12.695,1,0.041,0.33,0.0386,0.096,0.97,134.034,173867,4,33.18444,6,Bobbie Sue,album,1981-01-01,False,The Oak Ridge Boys,0,15806,1,False,2,2,0,0,0,0
Two Beads at the End,0.622,0.671,2,-10.599,1,0.0437,0.000284,0.327,0.173,0.966,134.813,113173,4,35.86583,4,Double Nickels on the Dime,album,1984-07-24,False,Minutemen,0,14506,1,False,5,5,0,1,0,0
The Best Of Me,0.548,0.306,6,-14.479,1,0.029,0.448,1.37e-05,0.0959,0.221,115.31,245760,4,36.66043,12,David Foster,album,1986-06-11,False,David Foster,1,13819,1,False,4,2,1,0,0,0
Talk To Myself,0.757,0.726,9,-9.318,1,0.0553,0.0576,0.0,0.144,0.797,112.796,260093,4,35.59708,12,Adventures In Paradise,album,1989-01-01,False,Christopher Williams,0,12884,1,False,3,3,1,0,0,0
Hang On Now,0.593,0.589,11,-12.444,0,0.0401,0.323,0.000115,0.0722,0.764,120.292,203160,4,52.28479,9,White Feathers,album,1983-01-01,False,Kajagoogoo,0,15076,1,False,3,2,0,0,0,0
Mar y Arena,0.651,0.412,2,-11.539,0,0.0279,0.0166,0.00293,0.135,0.532,118.276,239627,4,31.49434,6,Sagitario,album,1986-08-02,False,Ana Gabriel,1,13767,1,False,3,1,0,0,0,0
"Always with Me, Always with You",0.575,0.295,11,-12.584,1,0.0326,0.484,0.703,0.0639,0.394,144.366,202533,3,26.60231,10,Surfing With The Alien,album,1987-01-01,False,Joe Satriani,1,13615,1,False,6,4,0,0,0,0
Sex As A Weapon,0.565,0.771,4,-11.412,0,0.0318,0.0137,0.106,0.324,0.574,126.182,260574,4,43.84211,12,Seven The Hard Way,album,1985-01-01,False,Pat Benatar,0,14345,1,False,4,4,0,0,2,0
Cherish,0.557,0.322,10,-14.637,0,0.0256,0.478,2.72e-06,0.625,0.234,95.234,234853,4,22.54043,9,The 50 Greatest Songs,compilation,2007-10-29,False,Kool & The Gang,0,6009,1,False,1,4,0,0,2,2
Betrayed,0.221,0.438,1,-14.826,1,0.0524,0.0782,0.554,0.407,0.382,86.315,59587,1,27.17858,4,Rafters: Throbbing Gristle Psychic Rally,album,1982-01-01,False,Throbbing Gristle,0,15441,1,False,1,5,0,0,0,0
Geography I,0.699,0.657,1,-6.655,1,0.0351,0.0137,0.861,0.104,0.168,130.484,149013,4,30.07542,7,Geography (2004),album,1982-01-01,False,Front 242,0,15441,1,False,2,2,0,0,0,0
Pump That Bass/LIVE,0.859,0.491,7,-12.716,1,0.105,0.000981,0.000373,0.239,0.581,104.022,187333,4,47.60254,9,Straight From The Basement Of Kooley High!,album,1988-01-01,False,Original Concept,0,13250,1,False,3,7,1,1,1,0
Leave It to the Drums (Here Come the Drums) [Club],0.863,0.932,0,-6.093,1,0.174,0.0289,0.000145,0.0875,0.787,97.058,282216,4,29.96463,14,Leave It to the Drums / I've Got It Good,single,1986-01-01,False,Tricky Tee,0,13980,1,False,10,10,1,1,1,1
Can You Feel The Beat,0.709,0.855,9,-8.498,0,0.0734,0.0215,0.00229,0.657,0.728,122.54,410693,4,49.49006,18,Super Hits,compilation,1985-01-01,False,Lisa Lisa & Cult Jam&&Full Force,0,14345,2,True,5,2,1,2,2,2
Suite for Cello & Jazz Piano Trio: V. Romantique,0.337,0.206,0,-15.497,0,0.0325,0.945,0.877,0.147,0.259,144.534,509773,4,30.23664,23,Claude Bolling's Suite for Cello and Jazz Piano Trio (Remastered),album,1984-01-01,False,Claude Bolling&&Yo-Yo Ma,0,14711,2,True,9,10,0,3,1,4
King of the Dead,0.279,0.895,4,-7.715,1,0.0663,0.0108,0.389,0.109,0.472,125.398,408413,4,45.45526,17,King of the Dead,album,1984-01-01,False,Cirith Ungol,0,14711,1,False,4,4,0,2,0,0
The Lovers (Part One),0.191,0.194,7,-21.71,1,0.0334,0.757,0.124,0.332,0.0713,87.837,350067,4,33.75268,24,The Lovers,album,1984-01-01,False,The Legendary Pink Dots,0,14711,1,False,4,2,0,0,0,0
West Coast Summer Nights,0.649,0.829,0,-10.663,1,0.0283,0.0334,1.56e-05,0.0849,0.966,137.278,208747,4,32.1553,14,A Lonely Life: The Anthology,compilation,2008-01-01,False,Tony Carey,0,5945,1,False,4,5,1,0,1,2
Beyond,0.74,0.912,0,-11.916,1,0.0401,0.197,0.793,0.0745,0.703,126.652,361227,4,39.44654,14,Beyond,album,1980-07-01,False,Herb Alpert,0,15990,1,False,1,1,0,0,0,0
He'll Never Love You (Like I Do),0.849,0.447,11,-14.073,0,0.147,0.261,0.0,0.123,0.869,115.417,283237,4,19.77861,13,Rock Me Tonight,album,1985-01-01,False,Freddie Jackson,0,14345,1,False,7,3,3,2,2,1
Don't Shut Me Out,0.672,0.883,10,-9.48,0,0.0554,0.019,0.0026,0.322,0.681,105.129,232040,4,27.03524,9,Lost Hits Of The 80's (All Original Artists & Versions),compilation,2010-01-01,False,Kevin Paige,0,5214,1,False,4,10,1,1,3,2
Missionary Man,0.59,0.85,10,-4.271,0,0.0589,0.0392,5.73e-06,0.248,0.566,124.895,267947,4,39.17536,13,Revenge,album,1986-06-30,False,Eurythmics&&Annie Lennox&&Dave Stewart,1,13800,3,True,2,1,1,1,0,0
Cheap Sunglasses,0.702,0.581,5,-10.694,0,0.0553,0.133,0.000124,0.284,0.93,94.267,160467,4,25.07042,10,The Very Baddest of... ZZ Top,compilation,2014-06-09,False,ZZ Top,0,3594,1,False,2,6,0,0,0,0
Jingles,0.403,0.357,4,-18.836,0,0.039,0.648,0.127,0.244,0.345,112.247,331467,4,37.54075,17,The Wes Montgomery Trio (Expanded Edition),album,1960-03-01,False,Wes Montgomery Trio,0,23417,1,False,1,6,0,0,2,3
Please Don't Step on My Rainbow,0.789,0.504,9,-9.139,0,0.175,0.372,0.0447,0.0805,0.813,104.205,234800,4,25.57289,10,In the Golden Autumn,album,1983-01-01,False,The Cleaners From Venus,0,15076,1,False,6,4,1,1,0,0
Stay In Time,0.662,0.513,2,-11.489,1,0.0473,0.000293,0.00261,0.202,0.871,124.614,173533,4,22.33062,8,On,album,1980-01-07,False,Off Broadway,0,16166,1,False,3,1,2,1,0,0
Back On The Chain Gang,0.598,0.901,2,-6.081,1,0.0359,0.116,0.0401,0.178,0.814,153.24,231120,4,26.1068,12,Learning to Crawl (Expanded & Remastered),album,1984-01-01,False,Pretenders,1,14711,1,False,5,6,0,0,2,2
Downtown Train,0.703,0.706,11,-5.347,1,0.0349,0.317,1.84e-06,0.0483,0.642,130.339,241907,4,30.21035,13,Patty Smyth's Greatest Hits Featuring Scandal,compilation,1998-09-07,False,Patty Smyth,0,9348,1,False,2,6,0,0,2,2
Too Late For Goodbyes,0.867,0.743,11,-8.229,0,0.0325,0.16,0.00365,0.0451,0.969,122.42,214645,4,30.56881,12,Valotte,album,1984-01-01,False,Julian Lennon,1,14711,1,False,4,1,0,0,0,0
Break It Up,0.625,0.753,3,-4.745,0,0.0291,0.168,0.0,0.474,0.639,122.979,253640,4,47.20759,11,4 (Expanded),album,1981-01-01,False,Foreigner,0,15806,1,False,3,2,0,0,1,1
Christ The Messiah,0.242,0.0373,1,-21.361,1,0.0353,0.782,1.11e-06,0.117,0.112,132.053,238400,4,99.75212,8,Christmas,album,1989-01-01,False,Michael W. Smith,0,12884,1,False,3,1,0,0,1,1
Fishin' Blues,0.651,0.292,2,-15.867,1,0.204,0.782,0.0,0.353,0.789,95.807,274573,4,44.30208,11,Shake Sugaree: Taj Mahal Sings And Plays For Children,album,1988-01-01,False,Taj Mahal,0,13250,1,False,2,9,0,1,0,0
Show Me The Way,0.589,0.631,11,-6.62,0,0.0253,0.518,0.0,0.522,0.54,89.175,249307,4,88.21851,9,Super Hits,album,1987-01-01,False,Regina Belle,0,13615,1,False,4,2,1,1,2,2
Always,0.635,0.41,0,-9.537,1,0.0257,0.524,0.0,0.0447,0.629,81.237,227556,4,31.92901,9,Break Of Dawn,album,1982-01-01,False,Firefall,0,15441,1,False,1,3,0,0,0,0
Keeping The Faith,0.781,0.672,2,-7.474,1,0.108,0.245,0.0,0.161,0.854,90.609,279000,4,103.31686,11,An Innocent Man,album,1983-08-08,False,Billy Joel,1,14857,1,False,3,3,0,0,1,0
Say You Really Want Me,0.699,0.642,10,-13.852,0,0.0416,0.14,0.0108,0.0512,0.847,106.782,225534,4,24.29936,10,Another Step,album,1986-01-01,False,Kim Wilde,0,13980,1,False,5,2,2,0,0,0
Love T.K.O.,0.781,0.543,8,-10.544,0,0.0925,0.367,0.00045,0.0541,0.841,145.872,299120,4,24.38871,10,TP (Expanded Edition),album,1980-07-25,False,Teddy Pendergrass,1,15966,1,False,2,3,1,1,2,2
Victoria Grey,0.445,0.936,11,-5.097,1,0.0545,0.0358,0.000119,0.261,0.647,132.997,227147,4,73.66255,8,Living With Victoria Grey,album,1986-01-01,False,The Cleaners From Venus,0,13980,1,False,2,4,0,0,0,0
